word,count,portion
small,52,0.000840363295516985
wine,52,0.000840363295516985
cool,52,0.000840363295516985
singing,51,0.0008242024629108892
feeling,51,0.0008242024629108892
rain,51,0.0008242024629108892
dark,51,0.0008242024629108892
try,51,0.0008242024629108892
guess,51,0.0008242024629108892
turning,51,0.0008242024629108892
woo,51,0.0008242024629108892
church,50,0.0008080416303047933
car,50,0.0008080416303047933
daddy,50,0.0008080416303047933
bad,50,0.0008080416303047933
hangin,50,0.0008080416303047933
sweet,50,0.0008080416303047933
babe,49,0.0007918807976986975
mr,49,0.0007918807976986975
goin,49,0.0007918807976986975
wake,49,0.0007918807976986975
everybody,48,0.0007757199650926016
don,48,0.0007757199650926016
sing,48,0.0007757199650926016
number,48,0.0007757199650926016
ol,48,0.0007757199650926016
talkin,48,0.0007757199650926016
forget,48,0.0007757199650926016
weve,48,0.0007757199650926016
met,47,0.0007595591324865057
shot,47,0.0007595591324865057
thinking,47,0.0007595591324865057
times,47,0.0007595591324865057
hallelujah,47,0.0007595591324865057
comin,46,0.0007433982998804098
itll,46,0.0007433982998804098
dirt,46,0.0007433982998804098
fast,46,0.0007433982998804098
shirt,46,0.0007433982998804098
went,46,0.0007433982998804098
talk,45,0.000727237467274314
loved,45,0.000727237467274314
stars,45,0.000727237467274314
lie,45,0.000727237467274314
work,45,0.000727237467274314
soul,45,0.000727237467274314
hurt,45,0.000727237467274314
theyre,45,0.000727237467274314
told,45,0.000727237467274314
wind,45,0.000727237467274314
goodbye,45,0.000727237467274314
drinking,45,0.000727237467274314
dress,45,0.000727237467274314
came,45,0.000727237467274314
mercy,44,0.0007110766346682181
wants,44,0.0007110766346682181
runnin,44,0.0007110766346682181
wasted,43,0.0006949158020621223
whos,43,0.0006949158020621223
sittin,43,0.0006949158020621223
took,43,0.0006949158020621223
thinkin,43,0.0006949158020621223
lot,43,0.0006949158020621223
ice,43,0.0006949158020621223
hands,43,0.0006949158020621223
wonder,42,0.0006787549694560264
radio,42,0.0006787549694560264
water,42,0.0006787549694560264
burn,42,0.0006787549694560264
single,42,0.0006787549694560264
pick,42,0.0006787549694560264
white,42,0.0006787549694560264
chasin,42,0.0006787549694560264
low,42,0.0006787549694560264
lady,41,0.0006625941368499305
hide,41,0.0006625941368499305
ride,41,0.0006625941368499305
black,41,0.0006625941368499305
tequila,41,0.0006625941368499305
making,41,0.0006625941368499305
ayy,40,0.0006464333042438346
honky,40,0.0006464333042438346
gave,40,0.0006464333042438346
hang,40,0.0006464333042438346
far,40,0.0006464333042438346
wasnt,40,0.0006464333042438346
drive,40,0.0006464333042438346
perfect,39,0.0006302724716377388
quit,39,0.0006302724716377388
story,39,0.0006302724716377388
ima,39,0.0006302724716377388
glass,39,0.0006302724716377388
highway,39,0.0006302724716377388
okay,39,0.0006302724716377388
singin,39,0.0006302724716377388
buy,39,0.0006302724716377388
hearts,39,0.0006302724716377388
wide,38,0.0006141116390316429
touch,38,0.0006141116390316429
outta,38,0.0006141116390316429
makin,38,0.0006141116390316429
feet,38,0.0006141116390316429
late,38,0.0006141116390316429
words,38,0.0006141116390316429
california,38,0.0006141116390316429
living,38,0.0006141116390316429
heartbreak,37,0.0005979508064255471
favorite,37,0.0005979508064255471
guy,37,0.0005979508064255471
born,37,0.0005979508064255471
dream,36,0.0005817899738194512
caught,36,0.0005817899738194512
praise,36,0.0005817899738194512
sunday,36,0.0005817899738194512
rest,36,0.0005817899738194512
doing,36,0.0005817899738194512
deep,36,0.0005817899738194512
whoa,36,0.0005817899738194512
boat,35,0.0005656291412133554
loves,35,0.0005656291412133554
boots,35,0.0005656291412133554
loud,35,0.0005656291412133554
past,35,0.0005656291412133554
takes,35,0.0005656291412133554
wanted,35,0.0005656291412133554
gold,35,0.0005656291412133554
jeans,34,0.0005494683086072594
honey,34,0.0005494683086072594
waste,34,0.0005494683086072594
sleep,34,0.0005494683086072594
dreams,34,0.0005494683086072594
taking,34,0.0005494683086072594
mean,34,0.0005494683086072594
view,34,0.0005494683086072594
city,34,0.0005494683086072594
finally,34,0.0005494683086072594
morning,34,0.0005494683086072594
paint,34,0.0005494683086072594
start,33,0.0005333074760011636
ground,33,0.0005333074760011636
ring,33,0.0005333074760011636
moon,33,0.0005333074760011636
kill,33,0.0005333074760011636
free,33,0.0005333074760011636
talking,33,0.0005333074760011636
feelin,33,0.0005333074760011636
hometown,33,0.0005333074760011636
leavin,33,0.0005333074760011636
pain,33,0.0005333074760011636
drop,33,0.0005333074760011636
tryin,33,0.0005333074760011636
play,33,0.0005333074760011636
hole,33,0.0005333074760011636
heartless,33,0.0005333074760011636
meant,33,0.0005333074760011636
waiting,32,0.0005171466433950677
plans,32,0.0005171466433950677
gon,32,0.0005171466433950677
street,32,0.0005171466433950677
guitar,32,0.0005171466433950677
happens,32,0.0005171466433950677
watch,32,0.0005171466433950677
midnight,32,0.0005171466433950677
smoke,32,0.0005171466433950677
swear,32,0.0005171466433950677
amen,32,0.0005171466433950677
kids,32,0.0005171466433950677
worth,32,0.0005171466433950677
tonk,32,0.0005171466433950677
floor,32,0.0005171466433950677
saturday,32,0.0005171466433950677
tennessee,32,0.0005171466433950677
mmm,31,0.0005009858107889719
crowd,31,0.0005009858107889719
raise,31,0.0005009858107889719
weekend,31,0.0005009858107889719
turnin,31,0.0005009858107889719
true,31,0.0005009858107889719
burning,31,0.0005009858107889719
hoo,31,0.0005009858107889719
breath,31,0.0005009858107889719
second,31,0.0005009858107889719
young,30,0.00048482497818287597
difference,30,0.00048482497818287597
beautiful,30,0.00048482497818287597
million,30,0.00048482497818287597
bring,30,0.00048482497818287597
knock,30,0.00048482497818287597
lovin,30,0.00048482497818287597
holding,30,0.00048482497818287597
heres,30,0.00048482497818287597
care,30,0.00048482497818287597
music,30,0.00048482497818287597
killin,30,0.00048482497818287597
sippin,30,0.00048482497818287597
rock,29,0.0004686641455767801
tried,29,0.0004686641455767801
buzz,29,0.0004686641455767801
dicked,29,0.0004686641455767801
porch,29,0.0004686641455767801
reason,29,0.0004686641455767801
diamond,29,0.0004686641455767801
stick,29,0.0004686641455767801
turned,29,0.0004686641455767801
laugh,29,0.0004686641455767801
die,29,0.0004686641455767801
beers,29,0.0004686641455767801
wall,29,0.0004686641455767801
sayin,29,0.0004686641455767801
blame,29,0.0004686641455767801
clear,29,0.0004686641455767801
rolling,29,0.0004686641455767801
sip,29,0.0004686641455767801
breakin,28,0.00045250331297068424
heard,28,0.00045250331297068424
style,28,0.00045250331297068424
dancin,28,0.00045250331297068424
shouldve,28,0.00045250331297068424
calling,28,0.00045250331297068424
alive,28,0.00045250331297068424
mess,28,0.00045250331297068424
lines,28,0.00045250331297068424
proof,28,0.00045250331297068424
till,27,0.0004363424803645884
missin,27,0.0004363424803645884
chance,27,0.0004363424803645884
spin,27,0.0004363424803645884
body,27,0.0004363424803645884
uh,27,0.0004363424803645884
friend,27,0.0004363424803645884
falling,27,0.0004363424803645884
famous,27,0.0004363424803645884
minute,27,0.0004363424803645884
ask,27,0.0004363424803645884
check,27,0.0004363424803645884
bought,27,0.0004363424803645884
yes,26,0.0004201816477584925
sign,26,0.0004201816477584925
fight,26,0.0004201816477584925
scared,26,0.0004201816477584925
cut,26,0.0004201816477584925
air,26,0.0004201816477584925
needs,26,0.0004201816477584925
sunshine,26,0.0004201816477584925
walked,26,0.0004201816477584925
mamas,26,0.0004201816477584925
pour,26,0.0004201816477584925
river,26,0.0004201816477584925
trouble,26,0.0004201816477584925
fallin,26,0.0004201816477584925
years,26,0.0004201816477584925
drinks,26,0.0004201816477584925
use,26,0.0004201816477584925
different,26,0.0004201816477584925
soon,26,0.0004201816477584925
band,26,0.0004201816477584925
meet,26,0.0004201816477584925
closer,25,0.00040402081515239664
raised,25,0.00040402081515239664
woman,25,0.00040402081515239664
word,25,0.00040402081515239664
holdin,25,0.00040402081515239664
cup,25,0.00040402081515239664
ends,25,0.00040402081515239664
sitting,25,0.00040402081515239664
sunrise,25,0.00040402081515239664
felt,25,0.00040402081515239664
tears,25,0.00040402081515239664
cowboy,25,0.00040402081515239664
sorry,25,0.00040402081515239664
stuck,25,0.00040402081515239664
taste,25,0.00040402081515239664
loving,24,0.0003878599825463008
fix,24,0.0003878599825463008
lane,24,0.0003878599825463008
tomorrow,24,0.0003878599825463008
supposed,24,0.0003878599825463008
christmas,24,0.0003878599825463008
week,24,0.0003878599825463008
da,24,0.0003878599825463008
giving,24,0.0003878599825463008
rich,24,0.0003878599825463008
drown,24,0.0003878599825463008
roads,24,0.0003878599825463008
arms,24,0.0003878599825463008
shine,24,0.0003878599825463008
likes,24,0.0003878599825463008
straight,24,0.0003878599825463008
working,24,0.0003878599825463008
lucky,24,0.0003878599825463008
knees,24,0.0003878599825463008
clouds,24,0.0003878599825463008
amazing,23,0.0003716991499402049
kept,23,0.0003716991499402049
looks,23,0.0003716991499402049
lay,23,0.0003716991499402049
says,23,0.0003716991499402049
shell,23,0.0003716991499402049
mornin,23,0.0003716991499402049
mm,23,0.0003716991499402049
breathe,23,0.0003716991499402049
south,23,0.0003716991499402049
miles,23,0.0003716991499402049
proud,23,0.0003716991499402049
rollin,23,0.0003716991499402049
turns,23,0.0003716991499402049
seven,22,0.00035553831733410905
burnin,22,0.00035553831733410905
train,22,0.00035553831733410905
ridin,22,0.00035553831733410905
queen,22,0.00035553831733410905
freedom,22,0.00035553831733410905
fly,22,0.00035553831733410905
pull,22,0.00035553831733410905
tight,22,0.00035553831733410905
faith,22,0.00035553831733410905
wear,22,0.00035553831733410905
learn,22,0.00035553831733410905
shoulder,22,0.00035553831733410905
thousand,22,0.00035553831733410905
beat,22,0.00035553831733410905
sunset,22,0.00035553831733410905
wheels,22,0.00035553831733410905
sounds,22,0.00035553831733410905
started,21,0.0003393774847280132
throw,21,0.0003393774847280132
gas,21,0.0003393774847280132
strong,21,0.0003393774847280132
anymore,21,0.0003393774847280132
everybodys,21,0.0003393774847280132
lil,21,0.0003393774847280132
keeps,21,0.0003393774847280132
seat,21,0.0003393774847280132
kitchen,21,0.0003393774847280132
moving,21,0.0003393774847280132
hotel,21,0.0003393774847280132
simple,21,0.0003393774847280132
hot,21,0.0003393774847280132
southern,21,0.0003393774847280132
dallas,21,0.0003393774847280132
dancing,21,0.0003393774847280132
ah,21,0.0003393774847280132
southbound,21,0.0003393774847280132
window,21,0.0003393774847280132
wings,21,0.0003393774847280132
ain,21,0.0003393774847280132
foot,20,0.0003232166521219173
moment,20,0.0003232166521219173
brown,20,0.0003232166521219173
waitin,20,0.0003232166521219173
mustve,20,0.0003232166521219173
mode,20,0.0003232166521219173
green,20,0.0003232166521219173
watching,20,0.0003232166521219173
tired,20,0.0003232166521219173
watchin,20,0.0003232166521219173
waves,20,0.0003232166521219173
hits,20,0.0003232166521219173
count,20,0.0003232166521219173
everythings,20,0.0003232166521219173
carolina,20,0.0003232166521219173
nah,20,0.0003232166521219173
grow,20,0.0003232166521219173
running,20,0.0003232166521219173
worst,20,0.0003232166521219173
sink,20,0.0003232166521219173
pictures,20,0.0003232166521219173
save,20,0.0003232166521219173
school,20,0.0003232166521219173
homemade,20,0.0003232166521219173
jesus,20,0.0003232166521219173
known,19,0.00030705581951582145
starts,19,0.00030705581951582145
wash,19,0.00030705581951582145
margarita,19,0.00030705581951582145
key,19,0.00030705581951582145
moved,19,0.00030705581951582145
windows,19,0.00030705581951582145
steal,19,0.00030705581951582145
dive,19,0.00030705581951582145
hmm,19,0.00030705581951582145
dogs,19,0.00030705581951582145
hour,19,0.00030705581951582145
dollar,19,0.00030705581951582145
bartender,19,0.00030705581951582145
fun,19,0.00030705581951582145
drivin,19,0.00030705581951582145
playin,19,0.00030705581951582145
year,19,0.00030705581951582145
bars,19,0.00030705581951582145
sugar,19,0.00030705581951582145
guys,19,0.00030705581951582145
grab,18,0.0002908949869097256
cigarette,18,0.0002908949869097256
strait,18,0.0002908949869097256
dead,18,0.0002908949869097256
mistakes,18,0.0002908949869097256
eye,18,0.0002908949869097256
leaving,18,0.0002908949869097256
ve,18,0.0002908949869097256
hanging,18,0.0002908949869097256
spend,18,0.0002908949869097256
pourin,18,0.0002908949869097256
inside,18,0.0002908949869097256
looked,18,0.0002908949869097256
ready,18,0.0002908949869097256
tree,18,0.0002908949869097256
spot,18,0.0002908949869097256
sound,18,0.0002908949869097256
jealous,18,0.0002908949869097256
dad,18,0.0002908949869097256
angels,18,0.0002908949869097256
listen,18,0.0002908949869097256
jukebox,18,0.0002908949869097256
ass,18,0.0002908949869097256
minutes,18,0.0002908949869097256
kissed,18,0.0002908949869097256
dust,17,0.0002747341543036297
chase,17,0.0002747341543036297
shoot,17,0.0002747341543036297
champagne,17,0.0002747341543036297
doesnt,17,0.0002747341543036297
wrapped,17,0.0002747341543036297
shelf,17,0.0002747341543036297
ghost,17,0.0002747341543036297
ohhhh,17,0.0002747341543036297
problem,17,0.0002747341543036297
mistletoe,17,0.0002747341543036297
couch,17,0.0002747341543036297
youd,17,0.0002747341543036297
lean,17,0.0002747341543036297
glasses,17,0.0002747341543036297
stand,17,0.0002747341543036297
worry,17,0.0002747341543036297
pocket,17,0.0002747341543036297
feelings,17,0.0002747341543036297
grass,17,0.0002747341543036297
kissin,17,0.0002747341543036297
stuff,17,0.0002747341543036297
apart,17,0.0002747341543036297
stopped,17,0.0002747341543036297
jack,17,0.0002747341543036297
swing,17,0.0002747341543036297
game,16,0.00025857332169753385
slide,16,0.00025857332169753385
worship,16,0.00025857332169753385
holy,16,0.00025857332169753385
lock,16,0.00025857332169753385
sheets,16,0.00025857332169753385
cross,16,0.00025857332169753385
rearview,16,0.00025857332169753385
ball,16,0.00025857332169753385
georgia,16,0.00025857332169753385
gaslighter,16,0.00025857332169753385
funny,16,0.00025857332169753385
runs,16,0.00025857332169753385
picture,16,0.00025857332169753385
pass,16,0.00025857332169753385
skrrt,16,0.00025857332169753385
wishin,16,0.00025857332169753385
needed,16,0.00025857332169753385
heads,16,0.00025857332169753385
pouring,16,0.00025857332169753385
prayers,16,0.00025857332169753385
anybody,16,0.00025857332169753385
changes,16,0.00025857332169753385
leaves,16,0.00025857332169753385
cover,16,0.00025857332169753385
kisses,15,0.00024241248909143799
forgot,15,0.00024241248909143799
fool,15,0.00024241248909143799
babies,15,0.00024241248909143799
family,15,0.00024241248909143799
puttin,15,0.00024241248909143799
step,15,0.00024241248909143799
thе,15,0.00024241248909143799
bourbon,15,0.00024241248909143799
saved,15,0.00024241248909143799
parking,15,0.00024241248909143799
finger,15,0.00024241248909143799
beach,15,0.00024241248909143799
oughta,15,0.00024241248909143799
doubt,15,0.00024241248909143799
watched,15,0.00024241248909143799
kissing,15,0.00024241248909143799
roots,15,0.00024241248909143799
staring,15,0.00024241248909143799
sunsets,15,0.00024241248909143799
gods,15,0.00024241248909143799
downtown,15,0.00024241248909143799
daughter,15,0.00024241248909143799
corner,15,0.00024241248909143799
tv,15,0.00024241248909143799
stronger,15,0.00024241248909143799
chevy,15,0.00024241248909143799
crying,15,0.00024241248909143799
sit,15,0.00024241248909143799
coffee,15,0.00024241248909143799
blood,15,0.00024241248909143799
outside,15,0.00024241248909143799
mommas,14,0.00022625165648534212
happen,14,0.00022625165648534212
trust,14,0.00022625165648534212
driveway,14,0.00022625165648534212
mile,14,0.00022625165648534212
chest,14,0.00022625165648534212
showed,14,0.00022625165648534212
team,14,0.00022625165648534212
pride,14,0.00022625165648534212
wonderin,14,0.00022625165648534212
tacoma,14,0.00022625165648534212
werent,14,0.00022625165648534212
crown,14,0.00022625165648534212
clock,14,0.00022625165648534212
lit,14,0.00022625165648534212
heartache,14,0.00022625165648534212
star,14,0.00022625165648534212
doo,14,0.00022625165648534212
mirror,14,0.00022625165648534212
hall,14,0.00022625165648534212
wondering,14,0.00022625165648534212
knockin,14,0.00022625165648534212
shining,14,0.00022625165648534212
grace,14,0.00022625165648534212
settle,14,0.00022625165648534212
places,14,0.00022625165648534212
shit,14,0.00022625165648534212
strings,14,0.00022625165648534212
shoes,14,0.00022625165648534212
tipsy,14,0.00022625165648534212
repeat,14,0.00022625165648534212
moonlight,14,0.00022625165648534212
telling,14,0.00022625165648534212
aw,14,0.00022625165648534212
afraid,14,0.00022625165648534212
called,14,0.00022625165648534212
gives,14,0.00022625165648534212
date,14,0.00022625165648534212
map,14,0.00022625165648534212
knowing,14,0.00022625165648534212
salt,14,0.00022625165648534212
sand,14,0.00022625165648534212
king,13,0.00021009082387924625
prayed,13,0.00021009082387924625
fell,13,0.00021009082387924625
delight,13,0.00021009082387924625
coast,13,0.00021009082387924625
standin,13,0.00021009082387924625
promise,13,0.00021009082387924625
coke,13,0.00021009082387924625
land,13,0.00021009082387924625
brand,13,0.00021009082387924625
hill,13,0.00021009082387924625
bud,13,0.00021009082387924625
edge,13,0.00021009082387924625
glad,13,0.00021009082387924625
dash,13,0.00021009082387924625
higher,13,0.00021009082387924625
picked,13,0.00021009082387924625
tangled,13,0.00021009082387924625
buddy,13,0.00021009082387924625
ex,13,0.00021009082387924625
married,13,0.00021009082387924625
bunch,13,0.00021009082387924625
wishful,13,0.00021009082387924625
trucks,13,0.00021009082387924625
memories,13,0.00021009082387924625
mississippi,13,0.00021009082387924625
palm,13,0.00021009082387924625
mad,13,0.00021009082387924625
son,13,0.00021009082387924625
drove,13,0.00021009082387924625
wrote,13,0.00021009082387924625
quick,13,0.00021009082387924625
vibes,13,0.00021009082387924625
storm,13,0.00021009082387924625
write,13,0.00021009082387924625
slip,13,0.00021009082387924625
bank,13,0.00021009082387924625
garden,13,0.00021009082387924625
table,13,0.00021009082387924625
saying,13,0.00021009082387924625
halos,13,0.00021009082387924625
wreck,13,0.00021009082387924625
tied,13,0.00021009082387924625
cab,13,0.00021009082387924625
double,12,0.0001939299912731504
dime,12,0.0001939299912731504
talked,12,0.0001939299912731504
sleeve,12,0.0001939299912731504
sober,12,0.0001939299912731504
tellin,12,0.0001939299912731504
devil,12,0.0001939299912731504
stranger,12,0.0001939299912731504
space,12,0.0001939299912731504
speechless,12,0.0001939299912731504
sunburn,12,0.0001939299912731504
slipped,12,0.0001939299912731504
someday,12,0.0001939299912731504
lived,12,0.0001939299912731504
string,12,0.0001939299912731504
sense,12,0.0001939299912731504
given,12,0.0001939299912731504
wilder,12,0.0001939299912731504
lyin,12,0.0001939299912731504
played,12,0.0001939299912731504
roses,12,0.0001939299912731504
ll,12,0.0001939299912731504
bass,12,0.0001939299912731504
wearin,12,0.0001939299912731504
changed,12,0.0001939299912731504
pray,12,0.0001939299912731504
sha,12,0.0001939299912731504
bible,12,0.0001939299912731504
blow,12,0.0001939299912731504
pedal,12,0.0001939299912731504
kick,12,0.0001939299912731504
growing,12,0.0001939299912731504
push,12,0.0001939299912731504
quiet,12,0.0001939299912731504
job,12,0.0001939299912731504
handle,12,0.0001939299912731504
calls,12,0.0001939299912731504
rings,12,0.0001939299912731504
trip,12,0.0001939299912731504
sad,12,0.0001939299912731504
headed,12,0.0001939299912731504
heavy,12,0.0001939299912731504
austin,12,0.0001939299912731504
playing,12,0.0001939299912731504
hips,12,0.0001939299912731504
missing,12,0.0001939299912731504
clothes,12,0.0001939299912731504
nice,12,0.0001939299912731504
alabama,12,0.0001939299912731504
mother,12,0.0001939299912731504
alcohol,12,0.0001939299912731504
add,12,0.0001939299912731504
shotgun,12,0.0001939299912731504
angel,12,0.0001939299912731504
match,12,0.0001939299912731504
fish,12,0.0001939299912731504
float,12,0.0001939299912731504
skin,11,0.00017776915866705452
spent,11,0.00017776915866705452
bottles,11,0.00017776915866705452
409,11,0.00017776915866705452
mud,11,0.00017776915866705452
hung,11,0.00017776915866705452
hours,11,0.00017776915866705452
book,11,0.00017776915866705452
hooked,11,0.00017776915866705452
ocean,11,0.00017776915866705452
near,11,0.00017776915866705452
neck,11,0.00017776915866705452
1021,11,0.00017776915866705452
dying,11,0.00017776915866705452
understand,11,0.00017776915866705452
underneath,11,0.00017776915866705452
bright,11,0.00017776915866705452
bringin,11,0.00017776915866705452
yard,11,0.00017776915866705452
marry,11,0.00017776915866705452
keepin,11,0.00017776915866705452
865,11,0.00017776915866705452
stays,11,0.00017776915866705452
perfectly,11,0.00017776915866705452
staying,11,0.00017776915866705452
lotta,11,0.00017776915866705452
losing,11,0.00017776915866705452
station,11,0.00017776915866705452
workin,11,0.00017776915866705452
ago,11,0.00017776915866705452
liquor,11,0.00017776915866705452
pack,11,0.00017776915866705452
bein,11,0.00017776915866705452
momma,11,0.00017776915866705452
months,11,0.00017776915866705452
lead,11,0.00017776915866705452
orange,11,0.00017776915866705452
warnin,11,0.00017776915866705452
laughing,11,0.00017776915866705452
downtowns,11,0.00017776915866705452
dixieland,11,0.00017776915866705452
standing,11,0.00017776915866705452
mouth,11,0.00017776915866705452
walkin,11,0.00017776915866705452
bones,11,0.00017776915866705452
buddies,11,0.00017776915866705452
secret,11,0.00017776915866705452
circles,11,0.00017776915866705452
fancy,11,0.00017776915866705452
grown,11,0.00017776915866705452
shift,11,0.00017776915866705452
tie,11,0.00017776915866705452
child,11,0.00017776915866705452
sea,11,0.00017776915866705452
shed,11,0.00017776915866705452
halo,11,0.00017776915866705452
county,11,0.00017776915866705452
seein,11,0.00017776915866705452
tastes,11,0.00017776915866705452
tongue,11,0.00017776915866705452
tank,11,0.00017776915866705452
couldve,11,0.00017776915866705452
chasing,11,0.00017776915866705452
thoughts,11,0.00017776915866705452
george,11,0.00017776915866705452
today,11,0.00017776915866705452
